Partlist

Exported from Tommy.sch at 11/21/2013 11:01:43 AM

EAGLE Version 6.3.0 Copyright (c) 1988-2012 CadSoft

Assembly variant: 

Part            Value                Device                          Package                Library              Sheet

ANALOG_0                             PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
ANALOG_1                             PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
ANALOG_2                             PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
ANALOG_3                             PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_2                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_3                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_4                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_5                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_6                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_7                              PH_1X03HEADER_PTH               HEADER_01X03_PTH       PP_Connectors        1
SERVO_EXT_PWR   26-61-4020           PH_1X02MOLEX_26-61-4020         MOLEX_KK_2             PP_Connectors        1
SOLENOID_PWR    26-61-4020           PH_1X04KK_4                     MOLEX_KK_4             PP_Connectors        1
SW2             0S102011MS2QS1       SPDT0S102011MS2QS1              0S102011MS2QS1         PP_Electromechanical 1
U1              P8X32A-Q44           P8X32A_PROPELLERLQFP-44         LQFP-44                PP_DigitalIC         1
U2              FT230X               FT230XSSOP-16                   SSOP-16                PP_DigitalIC         1
U3              IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U4              CAT24M01XI-T2        CAT24M01XI-T2SOIC-8_W           SOIC-8_W               PP_DigitalIC         1
U5              74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U6              74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U7              74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U8              74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U9              SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U10             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U11             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U12             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U13             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U14             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U15             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U16             SN74HC165QPWRG4Q1    74HC165TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U17             WS2803               WS2803SOP-28                    SOP-28                 PP_DigitalIC         1
U18             WS2803               WS2803SOP-28                    SOP-28                 PP_DigitalIC         1
U19             WS2803               WS2803SOP-28                    SOP-28                 PP_DigitalIC         1
U20             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U21             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U22             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U23             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U24             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U25             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U26             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U27             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U28             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U29             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U30             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U31             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U32             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U33             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U34             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U35             TCMT4100             TCMT4100SOP-16                  SOP-16                 PP_DigitalIC         1
U36             23LC1024-I/ST        23A1024/23LC1024TTSOP-8         TTSOP-8                PP_DigitalIC         1
U37             23LC1024-I/ST        23A1024/23LC1024TTSOP-8         TTSOP-8                PP_DigitalIC         1
U38             WS2803               WS2803SOP-28                    SOP-28                 PP_DigitalIC         1
U39             74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U40             74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U41             74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U42             74HC595D-Q100        74HC595TTSOP-16                 TTSOP-16               PP_DigitalIC         1
U75             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U76             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U77             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U78             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U79             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U80             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U81             MIC1832MY            MIC1232MYSOIC-8                 SOIC-8                 PP_FreqCtrl          1
U82             IP4234CZ6            IP4234CZ6SOT-457                SOT-457                PP_Passives          1
U83             AD7991YRJZ-0500RL7   AD799XSOT-23-8                  SOT-23-8               PP_DigitalIC         1
U84             MMBT 3904 LT1        BJT_NPN_SINGLESOT-23            SOT-23                 PP_DiscreteSemi      1
USB             10118193-0001LF      USB10118193-0001LF              10118193-0001LF        PP_Connectors        1
X1              ABMM-6.000MHZ-B2-T   CRYSTAL7MM_X_5MM                7MM_X_5MM              PP_FreqCtrl          1
